人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
001675,"竹内 浩三",054800,"麦",新字新仮名,"","坂本真一","雪森",公開,2014-12-30,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054803,"メンデルスゾーンのヴァイオリンコンチェルト",新字新仮名,"","坂本真一","雪森",公開,2014-12-03,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054805,"モオツアルトのシンホニイ四〇番",新字新仮名,"","坂本真一","雪森",公開,2014-12-06,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054811,"YAMA",その他,"","坂本真一","雪森",公開,2014-08-14,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054815,"夕焼け",新字新仮名,"","坂本真一","雪森",公開,2014-08-17,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054819,"夜汽車の中で",新字新仮名,"","坂本真一","雪森",公開,2014-12-06,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054810,"よく生きてきたと思う",新字新仮名,"","坂本真一","雪森",公開,2014-08-17,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054788,"横町の食堂で",新字新仮名,"","坂本真一","雪森",公開,2015-01-04,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
001675,"竹内 浩三",054782,"夜通し風がふいていた",新字新仮名,"","坂本真一","雪森",公開,2015-01-04,"竹内浩三全作品集　日本が見えない　全1巻","藤原書店","2002（平成14）年8月30日初版第5刷","2001（平成13）年11月30日初版第1刷"
000977,"竹越 三叉",045971,"深憂大患",旧字旧仮名,"","kamille","川山隆",公開,2008-07-04,"明治文學全集　36　民友社文學集","筑摩書房","1983（昭和58）年10月1日初版第3刷","1983（昭和58）年10月1日初版第3刷"
000977,"竹越 三叉",045972,"世界の日本乎、亜細亜の日本乎",旧字旧仮名,"","kamille","川山隆",公開,2008-07-04,"明治文學全集　36　民友社文學集","筑摩書房","1983（昭和58）年10月1日初版第3刷","1983（昭和58）年10月1日初版第3刷"
000978,"竹越 与三郎",045973,"日本の真の姿",旧字旧仮名,"","kamille","小林繁雄",公開,2010-06-17,"日本の真の姿","石井氏還暦記念講演会","1938（昭和13）年11月17日","1938（昭和13）年11月17日"
001349,"武田 祐吉",051727,"古事記 01 凡例",旧字新仮名,"","川山隆","しだひろし",公開,2013-09-10,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001349,"武田 祐吉",051731,"古事記 02 校註　古事記",その他,"武田 祐吉","川山隆","しだひろし",公開,2013-07-15,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001349,"武田 祐吉",051732,"古事記 03 現代語訳　古事記",旧字新仮名,"武田 祐吉","川山隆","しだひろし",公開,2011-10-11,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001349,"武田 祐吉",051728,"古事記 04 解説",旧字新仮名,"","川山隆","しだひろし",公開,2012-05-18,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001349,"武田 祐吉",051729,"古事記 05 語句索引",その他,"","川山隆","しだひろし",公開,2013-07-15,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001349,"武田 祐吉",051730,"古事記 06 歌謡各句索引",旧字旧仮名,"","川山隆","しだひろし",公開,2011-07-31,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
000189,"武田 麟太郎",000978,"一の酉",新字旧仮名,"","山根鋭二","伊藤時也",公開,1999-10-19,"現代文学大系　44　武田麟太郎・島木健作・織田作之助集","筑摩書房","",""
